fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
3+j3EinFg4cJ9Xkax+dHhRHz9Ic=,The Many Lives of an Abiku,Tobi Ogundiran,2021-04-23,,"Sometimes the walls developed faces. One moment they were the uninspired blandness of old wood, coated with soot from the coal pot, and the next there was a face staring at me, bulging out of the wood. Sometimes the faces stared unblinking. Sometimes they tittered. Once or twice the faces morphed, twenty or so of them, fusing into one hideous gargantuan aberration of a face. Strangely, strangely I did not scream.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-many-lives-of-an-abiku/
GU7EqjzoYOK9OZjBRrgxyCvLf64=,"Black, Like Earth",Jordyn Blanson,2021-04-18,,"I want to argue with the homeowner, but I know it will get me nowhere. Instead I close my fist around the hard stones he gave me and walk away. ‘Be thankful the ingrates paid at all,’ Aksá would say. Usha always underpaid us. Aksá said I would get used to it, but I have been working two summers now and still I am angry. I have been working two summers now and I am more angry than ever.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/black-like-earth/
Yo1E/RromaelenakH6dHbJ51mrg=,"Love, Resurrected",Cat Rambo,2012-08-01,,"This half-life dragged at her. She felt weary all the time, a chilled-bone sluggishness of motion that belied the quickness of her thoughts. It was not painful to breathe, but it was tiring, and she began to eschew it when alone and unworried about frightening the living.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/love-resurrected-by-cat-rambo/
pxf6LLCMVnN7wVGYFY+kAg1r7JY=,Bloodless,Cory Skerry,2022-11-18,,"The strange moment broke, and suddenly the stranger in her circle was an enemy again, and Kamalija struck out with her knife. He had already ducked back, and the blade dragged then stopped at the line where they'd poured her blood, as if the air was made of clay. She couldn't force it any further, and she watched his back as he bounded into the forest.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/bloodless/
oz7r/Ekn/NMWEdGp4CpnFtLHI1U=,Rabbit Grass,Kelly Stewart,2016-04-14,,"I haul my basket over to the stand of flowers that look like ladies’ lacy handkerchiefs. While I’m digging in the soil with my trowel, sure enough, Picket hops over in the funny way Rabbits do and stares at me through the fence. His ears have perked up again, and I can see him smiling out of the corner of my eye. Insults and scoldings never keep them down for long.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/rabbit-grass/
RQjjm2zMDDHsg2zTTNUCFWSpjFw=,A Song for the Leadwood Tree,Aimee Ogden,2022-11-18,,"Hilaj fears victory today, Nehan knows, as much as she fears defeat. The Buskruten terms would leave the Watuk a corner of their nation, a fragment of their former glory. Copper, tin, and silver mines would fall within the borders the Buskruten viceroys had drawn for themselves. With a stroke of a pen, Nehan might guarantee today that no more lives would be lost. With the same swift strike of ink, a proud people of traders would become beggars.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-song-for-the-leadwood-tree/
vz9x/pAvUye6LkP0kYoMGL0jGuQ=,The Three Dancers of Gizari,Tamara Vardomskaya,2016-02-17,,It dawned on me that he enjoyed watching me squirm; a proud competent woman but to him just Nahemiah’s commoner puppet. “Ten thousand!” I spat out the words intentionally in the heaviest Tavalland accent that the theater had eradicated in me twelve years before. “Ten thousand thalers for your measly sculpture that the Opera rejected!”,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-three-dancers-of-gizari/
a7H+w6NqkKrPvsl+26+vFz8WSAE=,The Secret of Pogopolis,Matthew Bey,2010-05-22,,"Carneby and the young woman attend the Apogee Swim, that moment at the height of The City's bound when the air is becalmed. Lifeguards watch over the citizens who swim into the great void with flippers and paddles made of cardboard and tape. The young woman is ecstatic as she ventures out above the green and blue smear of The Earth. They thrash their cardboard fins, flirting with the airy abyss which is the only respite from the numbing continuity of The City.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-secret-of-pogopolis-by-matthew-bey/
vNXBD5tKHTcNeEX3B9Ebm9rZrGE=,The Alchemist’s Feather,Erin Cashier,2009-10-13,,"“A splinter.” Maria holds it out to show me. I make a motion to take it from her with my remaining whole hand, and she nods. The splinter is long enough to be one of my absent fingers, and it takes two tries to pull it free. A drop of blood wells up in its path. “My mother used to kiss my cuts.” She stares at her own blood idly, remembering home or food or what I do not know.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-alchemists-feather-by-erin-cashier/
5U2oIM74ZV8tyQ0+stF4Gr2SttA=,Blood Reckonings,Alec Austin,2022-11-18,,"Beatriz reached into the chest and plucked a single feather from its depths. Its quill was impossibly white, but its barbs were singed and melted, as if they'd been held in a candle flame. Though the feather was half the length of her hand, it felt as heavy as a cannonball. As Beatriz cradled it in her palm, she smelled scorched vellum; tasted ink and ashes.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/blood-reckonings/
Vz+7sFnbS7SVmaPpEsD8ADtpqFk=,At the Foot of the Dragon Stair,Aliette de Bodard,2022-11-18,,"Thanh Lan wanted the order back. She wanted her home back. She wanted to be sitting in the kitchens again, listening to Mei go on and on. She wanted to have those barbed, frustrating conversations with Abbess Linh about the order's mission. And she knew she wasn't ever going to get any of that, but she could get something else: the satisfaction of saving the life of the order who had saved her own life.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/at-the-foot-of-the-dragon-stair/
a3FIpewg+N2aNwupczQB/0+f+TI=,The Year of Silent Birds,Siobhan Carroll,2014-01-15,,"The law says a petitioner can wait to see the sovereign. But in the Year of Thorns, a clever High Steward had ruled that food and drink could not be brought into the petition halls. So most vigils do not last long. But the dead have no need of food and drink. For six days, I waited, unmoving.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-year-of-silent-birds/
KvEtSJNY1wU4zBWSBz3Vrk8PgeI=,Silence in Blue Glass,Margaret Ronald,2018-05-04,,"The perceptive kobold peered around the corner and, seeing me, grinned, exposing quite a lot of pointed teeth. ""Nom de solelh! My good friend! My friend Mr. Swift! I did not expect to see you so soon!"" I set down my glass and crossed the hall to her, taking her hand in both of mine.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/silence-in-blue-glass/
jxuuP01tWI8JzPk4UDK4FjpGvzw=,Crescendo,J S Veter,2022-11-18,,"“Slowly now,” Thalie said. The children knew the danger of the ever-opening and quickly closed Holes of the City. They had seen safety nets go up, springing from the ground like whiteclusters after rain. Last summer, a Hole had opened right in front of Three-Hill Nest, and the crib-siblings had spent an afternoon watching Fillers pour wagonloads of dirt-brown forget into a Hole no larger than a loaf of black bread.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/crescendo/
m7lOB1cDOYeqYd+gWBqrRgyzuRY=,"Child of Sunlight, Woman of Blood",Tina Connolly,2022-11-18,,"""Every day they march to feed my glory,"" said Yan to me. ""They hate it--still they come. Oh, your people are equal enough now. Junglefolk, plainsfolk--they all mingle together, dally in the sheets and knife each other for coin. And every day they make sacrifice. Blood I get. Toes, ears, fingers. Lives. And all willing... so to speak.""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/child-of-sunlight-woman-of-blood-by-tina-connolly/
p8s/ol1tffTqliBtFq84e9gaKCY=,Unearthly Landscape,Rebecca Campbell,2015-10-17,,"I found myself examining the impeccable rooms and gardens in these photographs, fearing that they, too, betrayed another world. I am ashamed to say that I was happy to have shut the door on such rooms, on Flora herself. But I could not erase the memory of the man with the Gatling gun, and the five-armed green creatures lying on the ground below him.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/unearthly-landscape-by-a-lady/
